666,0
651,1
636,2
622,3
610,4
597,5
587,6
575,7
565,8
555,9
546,10
537,11
528,12
521,13
513,14
504,15
496,16
488,17
481,18
474,19
467,20
461,21
455,22
449,23
444,24
438,25
433,26
428,27
424,28
419,29
415,30
411,31
408,32
405,33
401,34
398,35
395,36
392,37
389,38
387,39
385,40
383,41
382,42
381,43
380,44
379,45
379,46
379,47
379,48
378,49
378,50
378,51
378,52
379,53
379,54
380,55
380,56
381,57
382,58
383,59
384,60
386,61
387,62
388,63
390,64
391,65
393,66
395,67
397,68
399,69
402,70
405,71
407,72
410,73
413,74
416,75
418,76
421,77
424,78
427,79
430,80
434,81
437,82
441,83
444,84
449,85
453,86
458,87
462,88
467,89
472,90
478,91
483,92
489,93
495,94
502,95
509,96
516,97
524,98
531,99
540,100
548,101
555,102
545,103
537,104
528,105
522,106
515,107
508,108
502,109
495,110
490,111
485,112
480,113
475,114
469,115
465,116
461,117
457,118
453,119
449,120
446,121
443,122
440,123
438,124
435,125
432,126
430,127
428,128
426,129
424,130
422,131
420,132
419,133
418,134
417,135
415,136
415,137
414,138
414,139
413,140
413,141
412,142
413,143
413,144
413,145
414,146
414,147
414,148
415,149
416,150
417,151
418,152
419,153
421,154
422,155
424,156
425,157
427,158
429,159
431,160
433,161
436,162
439,163
442,164
444,165
448,166
451,167
454,168
458,169
462,170
466,171
470,172
475,173
480,174
484,175
489,176
495,177
501,178
506,179
508,180
505,181
493,182
482,183
472,184
462,185
452,186
444,187
435,188
427,189
420,190
414,191
407,192
401,193
395,194
389,195
384,196
380,197
375,198
370,199
366,200
362,201
358,202
355,203
351,204
349,205
345,206
342,207
339,208
337,209
334,210
332,211
329,212
328,213
326,214
323,215
322,216
320,217
319,218
317,219
316,220
315,221
314,222
312,223
312,224
311,225
310,226
310,227
309,228
309,229
308,230
308,231
308,232
308,233
308,234
308,235
308,236
308,237
309,238
309,239
310,240
310,241
311,242
312,243
313,244
314,245
315,246
314,247
316,248
318,249
321,250
322,251
324,252
326,253
329,254
331,255
334,256
337,257
340,258
343,259
347,260
350,261
353,262
357,263
361,264
365,265
370,266
374,267
379,268
384,269
389,270
394,271
400,272
406,273
412,274
419,275
426,276
433,277
441,278
448,279
456,280
465,281
474,282
482,283
492,284
503,285
513,286
524,287
536,288
549,289
561,290
574,291
588,292
603,293
619,294
634,295
-1,296
644,297
639,298
633,299
628,300
624,301
619,302
615,303
612,304
608,305
605,306
601,307
598,308
596,309
593,310
591,311
588,312
587,313
585,314
583,315
582,316
581,317
580,318
579,319
578,320
578,321
577,322
577,323
577,324
577,325
578,326
578,327
580,328
580,329
581,330
582,331
583,332
585,333
587,334
589,335
591,336
593,337
596,338
599,339
601,340
604,341
607,342
611,343
615,344
619,345
623,346
627,347
632,348
637,349
642,350
648,351
654,352
660,353
666,354
673,355
679,356
686,357
695,358
682,359
